id,sumber,kelompok,nama_kelompok,kategori,sepakat_3_algoritma,jarak_ke_pusat
1626,latih,11,Microwave,kecil,1,0.5731
1627,latih,11,Microwave,kecil,1,0.3498
1628,latih,11,Microwave,kecil,1,0.326
1629,latih,11,Microwave,kecil,1,0.2674
1630,latih,11,Microwave,kecil,1,0.2471
1631,latih,11,Microwave,kecil,1,0.32
1632,latih,11,Microwave,kecil,1,0.2828
1633,latih,11,Microwave,kecil,1,0.3436
1634,latih,11,Microwave,kecil,1,0.368
1635,latih,11,Microwave,kecil,1,0.2533
1636,latih,11,Microwave,kecil,1,0.2917
1637,latih,11,Microwave,kecil,1,0.4789
1638,latih,11,Microwave,kecil,1,0.6677
1639,latih,11,Microwave,kecil,1,0.3109
1640,latih,11,Microwave,kecil,1,0.4069
1641,latih,11,Microwave,kecil,1,0.2886
1642,latih,11,Microwave,kecil,1,0.255
1643,latih,11,Microwave,kecil,1,0.3972
1644,latih,11,Microwave,kecil,1,0.3157
1645,latih,11,Microwave,kecil,1,0.3122
1646,latih,11,Microwave,kecil,1,0.2688
1647,latih,11,Microwave,kecil,1,0.222
1648,latih,11,Microwave,kecil,1,0.2446
1649,latih,11,Microwave,kecil,1,0.4099
1650,latih,11,Microwave,kecil,1,0.3432
1651,latih,11,Microwave,kecil,1,0.3648
1652,latih,11,Microwave,kecil,1,0.9076
1653,latih,11,Microwave,kecil,1,0.2622
1654,latih,11,Microwave,kecil,1,0.4566
1655,latih,11,Microwave,kecil,1,0.274
1656,latih,11,Microwave,kecil,1,0.2671
1657,latih,11,Microwave,kecil,1,0.32
1658,latih,11,Microwave,kecil,1,0.3094
1659,latih,11,Microwave,kecil,1,0.3203
1660,latih,0,Aki (baterai timbal-asam),baterai,0,0.8962
1661,latih,11,Microwave,kecil,1,0.4852
1662,latih,11,Microwave,kecil,1,0.5604
1663,latih,11,Microwave,kecil,1,0.2775
1664,latih,5,Pemutar CD/radio,kecil,1,0.6935
1665,latih,11,Microwave,kecil,1,0.9218
1666,latih,11,Microwave,kecil,1,0.5463
1667,latih,14,Ponsel,ti,1,0.577
1668,latih,14,Ponsel,ti,1,0.4769
1669,latih,14,Ponsel,ti,1,0.5052
1670,latih,14,Ponsel,ti,1,0.3674
1671,latih,14,Ponsel,ti,1,0.3819
1672,latih,14,Ponsel,ti,1,0.4808
1673,latih,14,Ponsel,ti,1,0.4463
1674,latih,14,Ponsel,ti,1,0.5504
1675,latih,14,Ponsel,ti,1,0.4829
1676,latih,14,Ponsel,ti,1,0.443
1677,latih,14,Ponsel,ti,1,0.4923
1678,latih,14,Ponsel,ti,1,0.4925
1679,latih,14,Ponsel,ti,1,0.4757
1680,latih,14,Ponsel,ti,1,0.3682
1681,latih,14,Ponsel,ti,1,0.4658
1682,latih,14,Ponsel,ti,1,0.3701
1683,latih,14,Ponsel,ti,1,0.3509
1684,latih,14,Ponsel,ti,1,0.4338
1685,latih,14,Ponsel,ti,1,0.7364
1686,latih,14,Ponsel,ti,1,0.4479
1687,latih,14,Ponsel,ti,1,0.4191
1688,latih,14,Ponsel,ti,1,0.4664
1689,latih,14,Ponsel,ti,1,0.3719
1690,latih,14,Ponsel,ti,1,0.4485
1691,latih,14,Ponsel,ti,1,0.3826
1692,latih,14,Ponsel,ti,1,0.4537
1693,latih,15,PCB dan tumpukan campuran,komponen,0,0.9421
1694,latih,14,Ponsel,ti,1,0.4205
1695,latih,14,Ponsel,ti,1,0.9808
1696,latih,14,Ponsel,ti,1,0.4081
1697,latih,14,Ponsel,ti,1,0.4253
1698,latih,14,Ponsel,ti,1,0.5534
1699,latih,14,Ponsel,ti,1,0.405
1700,latih,14,Ponsel,ti,1,0.5085
1701,latih,14,Ponsel,ti,1,0.4551
1702,latih,14,Ponsel,ti,1,0.395
1703,latih,14,Ponsel,ti,1,0.717
1704,latih,14,Ponsel,ti,1,0.669
1705,latih,14,Ponsel,ti,1,0.5061
1706,latih,14,Ponsel,ti,1,0.5305
1707,latih,14,Ponsel,ti,1,0.4655
1708,latih,14,Ponsel,ti,1,0.5033
1709,latih,14,Ponsel,ti,1,0.4867
1710,latih,14,Ponsel,ti,1,0.5089
1711,latih,14,Ponsel,ti,1,0.563
1712,latih,14,Ponsel,ti,1,0.4562
1713,latih,14,Ponsel,ti,1,0.3646
1714,latih,14,Ponsel,ti,1,0.4097
1715,latih,14,Ponsel,ti,1,0.7091
1716,latih,14,Ponsel,ti,1,0.4377
1717,latih,14,Ponsel,ti,1,0.4308
1718,latih,14,Ponsel,ti,1,0.4295
1719,latih,14,Ponsel,ti,1,0.3633
1720,latih,14,Ponsel,ti,1,0.4338
1721,latih,14,Ponsel,ti,1,0.2427
1722,latih,14,Ponsel,ti,1,0.2851
1723,latih,14,Ponsel,ti,1,0.3506
1724,latih,14,Ponsel,ti,1,0.4967
1725,latih,14,Ponsel,ti,1,0.5203
1726,latih,14,Ponsel,ti,1,0.3436
1727,latih,14,Ponsel,ti,1,0.45
1728,latih,14,Ponsel,ti,1,0.5242
1729,latih,14,Ponsel,ti,1,0.4168
1730,latih,14,Ponsel,ti,1,0.3291
1731,latih,14,Ponsel,ti,1,0.4194
1732,latih,14,Ponsel,ti,1,0.5025
1733,latih,14,Ponsel,ti,1,0.4312
1734,latih,14,Ponsel,ti,1,0.8434
1735,latih,14,Ponsel,ti,1,0.4728
1736,latih,14,Ponsel,ti,1,0.5144
1737,latih,14,Ponsel,ti,1,0.4849
1738,latih,14,Ponsel,ti,1,0.4415
1739,latih,14,Ponsel,ti,1,0.4057
1740,latih,14,Ponsel,ti,1,0.425
1741,latih,14,Ponsel,ti,1,0.4059
1742,latih,14,Ponsel,ti,1,0.4098
1743,latih,14,Ponsel,ti,1,0.3685
1744,latih,14,Ponsel,ti,1,0.5026
1745,latih,14,Ponsel,ti,1,0.4161
1746,latih,14,Ponsel,ti,1,0.5739
1747,latih,14,Ponsel,ti,1,0.5344
1748,latih,14,Ponsel,ti,1,0.4817
1749,latih,14,Ponsel,ti,0,0.9565
1750,latih,14,Ponsel,ti,1,0.5354
1751,latih,14,Ponsel,ti,1,0.55
1752,latih,14,Ponsel,ti,1,0.4717
1753,latih,14,Ponsel,ti,1,0.3527
1754,latih,14,Ponsel,ti,1,0.3756
1755,latih,14,Ponsel,ti,1,0.419
1756,latih,14,Ponsel,ti,1,0.4088
1757,latih,14,Ponsel,ti,1,0.7439
1758,latih,14,Ponsel,ti,1,0.56
1759,latih,14,Ponsel,ti,1,0.7867
1760,latih,14,Ponsel,ti,1,0.5063
1761,latih,14,Ponsel,ti,1,0.6387
1762,latih,14,Ponsel,ti,1,0.5234
1763,latih,14,Ponsel,ti,1,0.7733
1764,latih,14,Ponsel,ti,1,0.2992
1765,latih,14,Ponsel,ti,1,0.4703
1766,latih,14,Ponsel,ti,1,0.3645
1767,latih,14,Ponsel,ti,1,0.3615
1768,latih,14,Ponsel,ti,1,0.3894
1769,latih,14,Ponsel,ti,1,0.509
1770,latih,14,Ponsel,ti,1,0.5159
1771,latih,14,Ponsel,ti,1,0.3682
1772,latih,14,Ponsel,ti,1,0.4186
1773,latih,14,Ponsel,ti,1,0.4347
1774,latih,14,Ponsel,ti,1,0.4394
1775,latih,14,Ponsel,ti,1,0.491
1776,latih,14,Ponsel,ti,1,0.4405
1777,latih,14,Ponsel,ti,1,0.485
1778,latih,14,Ponsel,ti,1,0.3922
1779,latih,14,Ponsel,ti,1,0.3945
1780,latih,14,Ponsel,ti,1,0.4387
1781,latih,14,Ponsel,ti,1,0.4165
1782,latih,14,Ponsel,ti,1,0.4387
1783,latih,14,Ponsel,ti,1,0.4595
1784,latih,14,Ponsel,ti,1,0.3725
1785,latih,14,Ponsel,ti,1,0.4104
1786,latih,14,Ponsel,ti,1,0.5122
1787,latih,14,Ponsel,ti,1,0.457
1788,latih,14,Ponsel,ti,1,0.4692
1789,latih,14,Ponsel,ti,1,0.4378
1790,latih,14,Ponsel,ti,1,0.4435
1791,latih,14,Ponsel,ti,1,0.4345
1792,latih,14,Ponsel,ti,1,0.3683
1793,latih,14,Ponsel,ti,1,0.4419
1794,latih,14,Ponsel,ti,1,0.493
1795,latih,14,Ponsel,ti,1,0.3516
1796,latih,14,Ponsel,ti,1,0.3148
1797,latih,14,Ponsel,ti,1,0.5072
1798,latih,14,Ponsel,ti,1,0.4197
1799,latih,14,Ponsel,ti,1,0.3556
1800,latih,14,Ponsel,ti,1,0.3492
1801,latih,14,Ponsel,ti,1,0.5061
1802,latih,14,Ponsel,ti,1,0.6689
1803,latih,14,Ponsel,ti,1,0.4006
1804,latih,14,Ponsel,ti,1,0.3481
1805,latih,14,Ponsel,ti,1,0.6399
1806,latih,14,Ponsel,ti,1,0.5757
1807,latih,14,Ponsel,ti,1,0.4093
1808,latih,14,Ponsel,ti,1,0.7013
1809,latih,14,Ponsel,ti,1,0.9641
1810,latih,14,Ponsel,ti,1,0.5352
1811,latih,14,Ponsel,ti,1,0.5109
1812,latih,13,Mouse,ti,1,0.3447
1813,latih,13,Mouse,ti,1,0.4704
1814,latih,13,Mouse,ti,1,0.5177
1815,latih,13,Mouse,ti,1,0.3875
1816,latih,13,Mouse,ti,1,0.3122
1817,latih,13,Mouse,ti,1,0.3785
1818,latih,13,Mouse,ti,1,0.369
1819,latih,13,Mouse,ti,0,0.9481
1820,latih,13,Mouse,ti,1,0.3322
1821,latih,13,Mouse,ti,1,0.288
1822,latih,13,Mouse,ti,1,0.3586
1823,latih,13,Mouse,ti,1,0.4277
1824,latih,13,Mouse,ti,1,0.356
1825,latih,13,Mouse,ti,1,0.3258
1826,latih,13,Mouse,ti,1,0.581
1827,latih,13,Mouse,ti,1,0.4779
1828,latih,13,Mouse,ti,1,0.4142
1829,latih,13,Mouse,ti,1,0.4939
1830,latih,13,Mouse,ti,1,0.485
1831,latih,13,Mouse,ti,1,0.3311
1832,latih,13,Mouse,ti,1,0.4111
1833,latih,13,Mouse,ti,1,0.4971
1834,latih,13,Mouse,ti,1,0.3688
1835,latih,13,Mouse,ti,1,0.3414
1836,latih,13,Mouse,ti,1,0.3427
1837,latih,13,Mouse,ti,1,0.3766
1838,latih,13,Mouse,ti,1,0.3468
1839,latih,13,Mouse,ti,1,0.3075
1840,latih,13,Mouse,ti,1,0.5147
1841,latih,13,Mouse,ti,1,0.5208
1842,latih,13,Mouse,ti,1,0.3539
1843,latih,13,Mouse,ti,1,0.2996
1844,latih,13,Mouse,ti,1,0.5988
1845,latih,13,Mouse,ti,1,0.3716
1846,latih,13,Mouse,ti,1,0.3606
1847,latih,13,Mouse,ti,1,0.4887
1848,latih,13,Mouse,ti,1,0.3146
1849,latih,13,Mouse,ti,1,0.8667
1850,latih,13,Mouse,ti,1,0.4025
1851,latih,13,Mouse,ti,1,0.4128
1852,latih,13,Mouse,ti,1,0.4155
1853,latih,13,Mouse,ti,1,0.7265
1854,latih,13,Mouse,ti,1,0.4113
1855,latih,13,Mouse,ti,1,0.3855
1856,latih,13,Mouse,ti,1,0.3967
1857,latih,13,Mouse,ti,1,0.4541
1858,latih,13,Mouse,ti,1,0.4882
1859,latih,13,Mouse,ti,1,0.5693
1860,latih,13,Mouse,ti,1,0.3555
1861,latih,4,Baterai ponsel/kamera,baterai,0,1.0548
1862,latih,13,Mouse,ti,1,0.2856
1863,latih,13,Mouse,ti,1,0.6163
1864,latih,13,Mouse,ti,1,0.3527
1865,latih,13,Mouse,ti,1,0.5859
1866,latih,13,Mouse,ti,1,0.3162
1867,latih,13,Mouse,ti,1,0.3676
1868,latih,13,Mouse,ti,1,0.3538
1869,latih,13,Mouse,ti,1,0.5383
1870,latih,13,Mouse,ti,1,0.438
1871,latih,13,Mouse,ti,1,0.59
1872,latih,13,Mouse,ti,1,0.4239
1873,latih,13,Mouse,ti,1,0.5557
1874,latih,13,Mouse,ti,1,0.2417
1875,latih,13,Mouse,ti,1,0.6064
1876,latih,13,Mouse,ti,1,0.7184
1877,latih,13,Mouse,ti,1,0.5439
1878,latih,13,Mouse,ti,1,0.4225
1879,latih,13,Mouse,ti,1,0.4564
1880,latih,13,Mouse,ti,1,0.3056
1881,latih,13,Mouse,ti,1,0.6371
1882,latih,13,Mouse,ti,1,0.6366
1883,latih,13,Mouse,ti,1,0.4937
1884,latih,13,Mouse,ti,1,0.4094
1885,latih,13,Mouse,ti,1,0.4229
1886,latih,13,Mouse,ti,1,0.2828
1887,latih,13,Mouse,ti,0,0.9488
1888,latih,13,Mouse,ti,1,0.7101
1889,latih,13,Mouse,ti,1,0.3319
1890,latih,13,Mouse,ti,1,0.3646
1891,latih,13,Mouse,ti,1,0.4123
1892,latih,13,Mouse,ti,1,0.4284
1893,latih,13,Mouse,ti,1,0.4865
1894,latih,13,Mouse,ti,1,0.2952
1895,latih,13,Mouse,ti,1,0.8766
1896,latih,13,Mouse,ti,1,0.5219
1897,latih,13,Mouse,ti,1,0.4909
1898,latih,13,Mouse,ti,1,0.393
1899,latih,13,Mouse,ti,1,0.3514
1900,latih,13,Mouse,ti,1,0.4073
1901,latih,13,Mouse,ti,1,0.4666
1902,latih,13,Mouse,ti,1,0.4352
1903,latih,13,Mouse,ti,1,0.3852
1904,latih,13,Mouse,ti,1,0.3956
1905,latih,13,Mouse,ti,1,0.3286
1906,latih,13,Mouse,ti,1,0.4787
1907,latih,13,Mouse,ti,1,0.3791
1908,latih,13,Mouse,ti,1,0.4494
1909,latih,13,Mouse,ti,1,0.5148
1910,latih,13,Mouse,ti,1,0.6012
1911,latih,13,Mouse,ti,1,0.3086
1912,latih,13,Mouse,ti,1,0.3214
1913,latih,13,Mouse,ti,1,0.2793
1914,latih,13,Mouse,ti,1,0.4833
1915,latih,13,Mouse,ti,1,0.4377
1916,latih,13,Mouse,ti,1,0.503
1917,latih,13,Mouse,ti,1,0.1916
1918,latih,13,Mouse,ti,1,0.3302
1919,latih,13,Mouse,ti,1,0.3889
1920,latih,13,Mouse,ti,1,0.5491
1921,latih,13,Mouse,ti,1,0.2829
1922,latih,13,Mouse,ti,1,0.3875
1923,latih,13,Mouse,ti,1,0.4359
1924,latih,13,Mouse,ti,1,0.4699
1925,latih,13,Mouse,ti,1,0.3524
1926,latih,13,Mouse,ti,1,0.4441
1927,latih,13,Mouse,ti,1,0.3665
1928,latih,13,Mouse,ti,1,0.335
1929,latih,13,Mouse,ti,1,0.4558
1930,latih,13,Mouse,ti,1,0.4187
1931,latih,13,Mouse,ti,1,0.4348
1932,latih,13,Mouse,ti,1,0.3979
1933,latih,13,Mouse,ti,1,0.387
1934,latih,13,Mouse,ti,1,0.5129
1935,latih,13,Mouse,ti,1,0.371
1936,latih,13,Mouse,ti,1,0.3775
1937,latih,13,Mouse,ti,1,0.4343
1938,latih,13,Mouse,ti,1,0.3691
1939,latih,13,Mouse,ti,1,0.3786
1940,latih,13,Mouse,ti,1,0.4967
1941,latih,13,Mouse,ti,1,0.2957
1942,latih,13,Mouse,ti,1,0.437
1943,latih,13,Mouse,ti,1,0.4361
1944,latih,13,Mouse,ti,1,0.3851
1945,latih,13,Mouse,ti,1,0.5507
1946,latih,13,Mouse,ti,1,0.3858
1947,latih,13,Mouse,ti,1,0.3886
1948,latih,13,Mouse,ti,1,0.4252
1949,latih,13,Mouse,ti,1,0.5424
1950,latih,13,Mouse,ti,1,0.477
1951,latih,13,Mouse,ti,1,0.3771
1952,latih,13,Mouse,ti,1,0.3899
1953,latih,13,Mouse,ti,1,0.402
1954,latih,13,Mouse,ti,1,0.3592
1955,latih,13,Mouse,ti,1,0.4376
1956,latih,13,Mouse,ti,1,0.4419
1957,latih,13,Mouse,ti,1,0.2981
1958,latih,13,Mouse,ti,1,0.3762
1959,latih,13,Mouse,ti,1,0.4331
1960,latih,13,Mouse,ti,1,0.3962
1961,latih,13,Mouse,ti,1,0.3787
1962,latih,13,Mouse,ti,1,0.541
1963,latih,13,Mouse,ti,1,0.4417
1964,latih,13,Mouse,ti,1,0.4117
1965,latih,13,Mouse,ti,1,0.3211
1966,latih,13,Mouse,ti,1,0.4078
1967,latih,13,Mouse,ti,1,0.4227
1968,latih,13,Mouse,ti,1,0.3703
1969,latih,13,Mouse,ti,1,0.4434
1970,latih,13,Mouse,ti,1,0.4333
1971,latih,13,Mouse,ti,1,0.2801
1972,latih,13,Mouse,ti,1,0.4495
1973,latih,13,Mouse,ti,1,0.3794
1974,latih,13,Mouse,ti,1,0.4233
1975,latih,13,Mouse,ti,1,0.5277
1976,latih,13,Mouse,ti,1,0.2778
1977,latih,13,Mouse,ti,1,0.3409
1978,latih,13,Mouse,ti,1,0.3948
1979,latih,13,Mouse,ti,1,0.497
1980,latih,13,Mouse,ti,1,0.4555
1981,latih,13,Mouse,ti,1,0.3216
1982,latih,13,Mouse,ti,1,0.4492
1983,latih,13,Mouse,ti,1,0.5371
1984,latih,13,Mouse,ti,1,0.3227
1985,latih,13,Mouse,ti,1,0.5718
1986,latih,13,Mouse,ti,1,0.6586
1987,latih,13,Mouse,ti,1,0.3757
1988,latih,13,Mouse,ti,1,0.4838
1989,latih,13,Mouse,ti,1,0.3424
1990,latih,13,Mouse,ti,1,0.4824
1991,latih,13,Mouse,ti,1,0.4737
1992,latih,13,Mouse,ti,1,0.3688
1993,latih,13,Mouse,ti,1,0.4013
1994,latih,13,Mouse,ti,1,0.4562
1995,latih,13,Mouse,ti,1,0.2831
1996,latih,13,Mouse,ti,1,0.3069
1997,latih,13,Mouse,ti,1,0.5512
1998,latih,13,Mouse,ti,1,0.5134
1999,latih,13,Mouse,ti,1,0.3249
2000,latih,13,Mouse,ti,1,0.4023
2001,latih,13,Mouse,ti,1,0.3445
2002,latih,13,Mouse,ti,1,0.3296
2003,latih,13,Mouse,ti,1,0.2752
2004,latih,13,Mouse,ti,1,0.3196
2005,latih,13,Mouse,ti,1,0.3722
2006,latih,13,Mouse,ti,1,0.5635
2007,latih,13,Mouse,ti,1,0.4467
2008,latih,13,Mouse,ti,1,0.4685
2009,latih,13,Mouse,ti,1,0.4361
2010,latih,13,Mouse,ti,1,0.3501
2011,latih,13,Mouse,ti,1,0.4868
2012,latih,5,Pemutar CD/radio,kecil,1,0.4391
2013,latih,5,Pemutar CD/radio,kecil,1,0.5632
2014,latih,5,Pemutar CD/radio,kecil,1,0.558
2015,latih,5,Pemutar CD/radio,kecil,1,0.8158
2016,latih,2,Turntable,kecil,0,0.6569
2017,latih,2,Turntable,kecil,0,0.2816
2018,latih,5,Pemutar CD/radio,kecil,1,0.7578
2019,latih,2,Turntable,kecil,0,0.5578
2020,latih,5,Pemutar CD/radio,kecil,1,0.5833
2021,latih,5,Pemutar CD/radio,kecil,1,0.5647
2022,latih,2,Turntable,kecil,0,0.4177
2023,latih,5,Pemutar CD/radio,kecil,1,0.5659
2024,latih,5,Pemutar CD/radio,kecil,1,0.4601
2025,latih,5,Pemutar CD/radio,kecil,1,0.6875
2026,latih,2,Turntable,kecil,0,0.3562
2027,latih,2,Turntable,kecil,0,0.4108
2028,latih,2,Turntable,kecil,0,0.2228
2029,latih,5,Pemutar CD/radio,kecil,1,0.7506
2030,latih,5,Pemutar CD/radio,kecil,1,0.7359
2031,latih,5,Pemutar CD/radio,kecil,1,0.508
2032,latih,2,Turntable,kecil,0,0.4634
2033,latih,5,Pemutar CD/radio,kecil,1,0.7683
2034,latih,5,Pemutar CD/radio,kecil,1,0.5645
2035,latih,5,Pemutar CD/radio,kecil,1,0.5228
2036,latih,2,Turntable,kecil,0,0.2879
2037,latih,2,Turntable,kecil,0,0.2193
2038,latih,2,Turntable,kecil,0,0.3069
2039,latih,2,Turntable,kecil,0,0.3318
2040,latih,2,Turntable,kecil,0,0.3149
2041,latih,2,Turntable,kecil,0,0.2692
2042,latih,2,Turntable,kecil,0,0.2475
2043,latih,2,Turntable,kecil,0,0.2403
2044,latih,5,Pemutar CD/radio,kecil,1,0.5556
2045,latih,5,Pemutar CD/radio,kecil,1,0.4808
2046,latih,2,Turntable,kecil,0,0.3212
2047,latih,2,Turntable,kecil,0,0.3497
2048,latih,2,Turntable,kecil,0,0.397
2049,latih,2,Turntable,kecil,0,0.3814
2050,latih,2,Turntable,kecil,0,0.2026
2051,latih,2,Turntable,kecil,0,0.2714
2052,latih,2,Turntable,kecil,0,0.2081
2053,latih,2,Turntable,kecil,0,0.205
2054,latih,2,Turntable,kecil,0,0.2683
2055,latih,5,Pemutar CD/radio,kecil,1,0.7242
2056,latih,2,Turntable,kecil,0,0.1774
2057,latih,5,Pemutar CD/radio,kecil,1,0.5756
2058,latih,2,Turntable,kecil,0,0.6052
2059,latih,2,Turntable,kecil,0,0.2494
2060,latih,2,Turntable,kecil,0,0.199
2061,latih,2,Turntable,kecil,0,0.1836
2062,latih,2,Turntable,kecil,0,0.2667
2063,latih,2,Turntable,kecil,0,0.3472
2064,latih,2,Turntable,kecil,0,0.3632
2065,latih,5,Pemutar CD/radio,kecil,1,0.4851
2066,latih,2,Turntable,kecil,0,0.2252
2067,latih,2,Turntable,kecil,0,0.2482
2068,latih,5,Pemutar CD/radio,kecil,1,0.5094
2069,latih,2,Turntable,kecil,0,0.2634
2070,latih,2,Turntable,kecil,0,0.9007
2071,latih,2,Turntable,kecil,0,0.5378
2072,latih,2,Turntable,kecil,0,0.4149
2073,latih,2,Turntable,kecil,0,0.3765
2074,latih,2,Turntable,kecil,0,0.4635
2075,latih,2,Turntable,kecil,0,0.3525
2076,latih,5,Pemutar CD/radio,kecil,1,0.7955
2077,latih,2,Turntable,kecil,0,0.3588
2078,latih,2,Turntable,kecil,0,0.3193
2079,latih,2,Turntable,kecil,0,0.2568
2080,latih,5,Pemutar CD/radio,kecil,1,0.8082
2081,latih,3,TV/monitor CRT,layar,1,0.6112
2082,latih,2,Turntable,kecil,0,0.5765
2083,latih,2,Turntable,kecil,0,0.3091
2084,latih,2,Turntable,kecil,0,0.3022
2085,latih,2,Turntable,kecil,0,0.2622
2086,latih,5,Pemutar CD/radio,kecil,1,0.9343
2087,latih,2,Turntable,kecil,0,0.2547
2088,latih,2,Turntable,kecil,0,0.319
2089,latih,2,Turntable,kecil,0,0.1832
2090,latih,2,Turntable,kecil,0,0.2289
2091,latih,5,Pemutar CD/radio,kecil,1,0.5246
2092,latih,2,Turntable,kecil,0,0.3649
2093,latih,2,Turntable,kecil,0,0.1976
2094,latih,2,Turntable,kecil,0,0.265
2095,latih,5,Pemutar CD/radio,kecil,1,0.6878
2096,latih,2,Turntable,kecil,0,0.2845
2097,latih,2,Turntable,kecil,0,0.21
2098,latih,2,Turntable,kecil,0,0.545
2099,latih,2,Turntable,kecil,0,0.5481
2100,latih,2,Turntable,kecil,0,0.3484
2101,latih,5,Pemutar CD/radio,kecil,1,0.6132
2102,latih,2,Turntable,kecil,0,0.2542
2103,latih,2,Turntable,kecil,0,0.2954
2104,latih,2,Turntable,kecil,0,0.3816
2105,latih,2,Turntable,kecil,0,0.2301
2106,latih,5,Pemutar CD/radio,kecil,1,0.5976
2107,latih,2,Turntable,kecil,0,0.2807
2108,latih,2,Turntable,kecil,0,0.4192
2109,latih,2,Turntable,kecil,0,0.3268
2110,latih,2,Turntable,kecil,0,0.3812
2111,latih,2,Turntable,kecil,0,0.1926
2112,latih,2,Turntable,kecil,0,0.5194
2113,latih,5,Pemutar CD/radio,kecil,1,0.5503
2114,latih,2,Turntable,kecil,0,0.3374
2115,latih,2,Turntable,kecil,0,0.4296
2116,latih,5,Pemutar CD/radio,kecil,1,0.4512
2117,latih,2,Turntable,kecil,0,0.4833
2118,latih,2,Turntable,kecil,0,0.2476
2119,latih,2,Turntable,kecil,0,0.3758
2120,latih,2,Turntable,kecil,0,0.3759
2121,latih,2,Turntable,kecil,0,0.3131
2122,latih,5,Pemutar CD/radio,kecil,1,0.5994
2123,latih,2,Turntable,kecil,0,0.3014
2124,latih,2,Turntable,kecil,0,0.2324
2125,latih,5,Pemutar CD/radio,kecil,1,0.5268
2126,latih,2,Turntable,kecil,0,0.2776
2127,latih,2,Turntable,kecil,0,0.3012
2128,latih,2,Turntable,kecil,0,0.3869
2129,latih,2,Turntable,kecil,0,0.3394
2130,latih,2,Turntable,kecil,0,0.1957
2131,latih,5,Pemutar CD/radio,kecil,1,0.9962
2132,latih,5,Pemutar CD/radio,kecil,1,0.5268
2133,latih,5,Pemutar CD/radio,kecil,1,0.3677
2134,latih,5,Pemutar CD/radio,kecil,1,0.5295
2135,latih,5,Pemutar CD/radio,kecil,1,0.7821
2136,latih,5,Pemutar CD/radio,kecil,1,0.5743
2137,latih,5,Pemutar CD/radio,kecil,1,0.854
2138,latih,5,Pemutar CD/radio,kecil,1,0.5831
2139,latih,5,Pemutar CD/radio,kecil,1,0.5624
2140,latih,5,Pemutar CD/radio,kecil,1,0.5519
2141,latih,5,Pemutar CD/radio,kecil,1,0.7905
2142,latih,5,Pemutar CD/radio,kecil,1,0.5542
2143,latih,5,Pemutar CD/radio,kecil,1,0.556
2144,latih,5,Pemutar CD/radio,kecil,1,0.5655
2145,latih,5,Pemutar CD/radio,kecil,1,0.8833
2146,latih,5,Pemutar CD/radio,kecil,1,0.529
2147,latih,7,TV/monitor layar datar,layar,0,0.9074
2148,latih,5,Pemutar CD/radio,kecil,1,0.6518
2149,latih,5,Pemutar CD/radio,kecil,1,0.5673
2150,latih,5,Pemutar CD/radio,kecil,1,0.7049
2151,latih,5,Pemutar CD/radio,kecil,1,0.5554
2152,latih,5,Pemutar CD/radio,kecil,1,0.468
2153,latih,5,Pemutar CD/radio,kecil,1,0.5357
2154,latih,5,Pemutar CD/radio,kecil,1,0.838
2155,latih,5,Pemutar CD/radio,kecil,1,0.5496
2156,latih,5,Pemutar CD/radio,kecil,1,0.4682
2157,latih,5,Pemutar CD/radio,kecil,1,0.5956
2158,latih,5,Pemutar CD/radio,kecil,1,0.5949
2159,latih,5,Pemutar CD/radio,kecil,1,0.6101
2160,latih,5,Pemutar CD/radio,kecil,1,0.7336
2161,latih,5,Pemutar CD/radio,kecil,1,0.5262
2162,latih,5,Pemutar CD/radio,kecil,1,0.4347
2163,latih,5,Pemutar CD/radio,kecil,1,0.6539
2164,latih,5,Pemutar CD/radio,kecil,1,0.8071
2165,latih,5,Pemutar CD/radio,kecil,1,0.7609
2166,latih,5,Pemutar CD/radio,kecil,1,0.5208
2167,latih,5,Pemutar CD/radio,kecil,1,0.5408
2168,latih,5,Pemutar CD/radio,kecil,1,0.8575
2169,latih,5,Pemutar CD/radio,kecil,1,0.4862
2170,latih,5,Pemutar CD/radio,kecil,1,0.5739
2171,latih,2,Turntable,kecil,0,0.4508
2172,latih,5,Pemutar CD/radio,kecil,1,0.5718
2173,latih,5,Pemutar CD/radio,kecil,1,0.7561
2174,latih,5,Pemutar CD/radio,kecil,1,0.5616
2175,latih,5,Pemutar CD/radio,kecil,1,0.5584
2176,latih,5,Pemutar CD/radio,kecil,1,0.7342
2177,latih,5,Pemutar CD/radio,kecil,1,0.8581
2178,latih,5,Pemutar CD/radio,kecil,1,0.9415
2179,latih,5,Pemutar CD/radio,kecil,1,0.5006
2180,latih,2,Turntable,kecil,0,0.2532
2181,latih,5,Pemutar CD/radio,kecil,1,0.8837
2182,latih,5,Pemutar CD/radio,kecil,1,0.5525
2183,latih,5,Pemutar CD/radio,kecil,1,0.5935
2184,latih,5,Pemutar CD/radio,kecil,1,0.6341
2185,latih,5,Pemutar CD/radio,kecil,1,0.575
2186,latih,5,Pemutar CD/radio,kecil,1,0.8224
2187,latih,5,Pemutar CD/radio,kecil,1,0.5715
2188,latih,5,Pemutar CD/radio,kecil,1,0.5696
2189,latih,5,Pemutar CD/radio,kecil,1,0.5426
2190,latih,5,Pemutar CD/radio,kecil,1,0.6336
2191,latih,5,Pemutar CD/radio,kecil,1,0.5884
2192,latih,5,Pemutar CD/radio,kecil,1,0.7399
